Duration,Service,Source bytes,Destination bytes,Count,Same_srv_rate,Serror_rate,Srv_serror_rate,Dst_host_count,Dst_host_srv_count,Dst_host_same_src_port_rate,Dst_host_serror_rate,Dst_host_srv_serror_rate,Flag,IDS_detection,Malware_detection,Ashula_detection,Label,Source_IP_Address,Source_Port_Number,Destination_IP_Address,Destination_Port_Number,Start_Time,Protocol
1.213930,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,48645,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:25:14,tcp
0.000000,other,0,0,0,0.00,0.00,0.67,0,0,0.00,0.00,0.00,OTH,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:4eb6:4771:0d56:09af:086d,10,22:01:31,icmp
0.015035,other,48,48,0,0.00,0.00,1.00,16,16,1.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:da36:6188:38dc:7369:06ce,123,09:34:44,udp
1.215139,ssh,520,1564,2,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,40869,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:44:21,tcp
0.305460,other,48,48,0,0.00,0.00,0.71,16,16,1.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:181c:3efc:01f6:1508:1b48,123,22:24:57,udp
0.000000,other,0,0,0,0.00,0.00,0.75,0,0,0.00,0.00,0.00,S0,0,0,0,1,fd54:2a81:0ff9:5579:723e:2be5:0de9:0627,51826,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,443,19:06:16,tcp
1.344742,ssh,520,1564,1,1.00,0.00,0.00,91,91,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,55000,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:40:52,tcp
1.163499,ssh,536,1564,1,1.00,0.00,0.00,12,12,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,48297,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:31:09,tcp
1.249236,ssh,520,1564,2,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,58773,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:45:25,tcp
1.006135,ssh,536,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,57937,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:27:20,tcp
0.000000,other,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,S0,0,0,0,1,fd54:2a81:0ff9:88df:2570:4502:3512:033c,2195,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,8080,16:37:22,tcp
2.725244,ssh,520,1564,0,0.00,0.00,0.00,95,95,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,44867,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:51:20,tcp
1.244947,ssh,520,1564,1,1.00,0.00,0.00,64,64,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,37444,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:39:50,tcp
1.165989,ssh,536,1564,2,1.00,0.00,0.00,35,35,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,34506,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:38:05,tcp
24.362312,other,777,0,0,0.00,0.00,1.00,34,34,1.00,0.00,0.00,OTH,402-1-11(3),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:30d3:3fba:0573:03d7:0097,3,11:33:37,icmp
2.811097,ssh,520,1564,0,0.00,0.00,0.00,100,99,0.00,0.00,0.00,SF,19559-1-5(1),0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,34440,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:09:26,tcp
2.784900,ssh,520,1564,0,0.00,0.00,0.00,96,96,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,44945,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:51:23,tcp
24.389030,other,259,0,0,0.00,0.00,0.75,5,6,1.00,0.00,0.00,OTH,402-1-11(2),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:4be7:7d2f:278e:7d0b:3cb3,3,22:46:29,icmp
1.159495,ssh,520,1564,1,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,47431,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:43:04,tcp
1.065747,ssh,536,1564,1,1.00,0.00,0.00,12,12,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,44549,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:23:37,tcp
1.050277,ssh,520,1564,2,1.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,50051,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:47:19,tcp
1.243857,ssh,520,1564,1,1.00,0.00,0.00,17,17,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,38241,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:36:01,tcp
2.752334,ssh,520,1564,0,0.00,0.00,0.00,27,27,0.00,0.00,0.00,SF,19559-1-5(1),0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,40189,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:48:12,tcp
1.043480,ssh,520,1564,2,1.00,0.00,0.00,14,14,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,40884,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:24:50,tcp
2.690006,ssh,520,1564,0,0.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,47238,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:52:56,tcp
2.777426,ssh,520,1564,0,0.00,0.00,0.00,100,99,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,45497,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:07:07,tcp
1.272692,ssh,520,1564,1,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,57403,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:45:21,tcp
1.062246,ssh,520,1564,1,1.00,0.00,0.00,12,12,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,48426,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:28:17,tcp
1.623277,ssh,520,1564,1,1.00,0.00,0.00,69,69,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:629a:0367:74fb:16c3:4b4d,44106,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,09:23:35,tcp
1.294136,ssh,520,1564,1,1.00,0.00,0.00,12,12,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,44878,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:33:22,tcp
1.293777,ssh,520,1564,1,1.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,60561,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:41:12,tcp
0.000000,other,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,OTH,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:ae87:1753:0fd0:034c:2d72,10,07:35:25,icmp
0.000000,other,0,0,0,0.00,0.00,1.00,0,0,0.00,0.00,0.00,OTH,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:6968:3fbd:393e:003f:47a5,10,00:15:47,icmp
0.305468,other,48,48,0,0.00,0.00,1.00,16,16,1.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:181c:3efc:01f6:1508:1b48,123,12:44:33,udp
1.105496,ssh,520,1564,2,1.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,60631,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:47:14,tcp
1.359052,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,1325-1-10(1),0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,36175,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:32:54,tcp
1.159778,ssh,520,1564,1,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,39905,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:44:18,tcp
0.926614,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,41036,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:26:17,tcp
1.222728,ssh,520,1564,1,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,33689,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:45:37,tcp
1.251104,ssh,536,1564,2,1.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,53015,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:47:30,tcp
2.727822,ssh,520,1564,0,0.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,50534,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:55:12,tcp
0.306196,other,48,48,0,0.00,0.00,0.67,0,0,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:181c:3efc:01f6:1508:1b48,123,03:38:06,udp
0.015031,other,48,48,0,0.00,0.00,0.71,16,16,1.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:da36:6188:38dc:7369:06ce,123,23:14:24,udp
1.307223,ssh,520,1564,1,1.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,56021,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:46:57,tcp
24.371574,other,259,0,0,0.00,0.00,0.80,28,30,1.00,0.00,0.00,OTH,402-1-11(1),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:4be7:7d2f:278e:7d0b:3cb3,3,16:38:45,icmp
24.413778,other,777,0,0,0.00,0.00,0.83,35,37,1.00,0.00,0.00,OTH,402-1-11(5),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:4be7:7d2f:278e:7d0b:3cb3,3,12:23:35,icmp
0.014901,other,48,48,0,0.00,0.00,1.00,16,16,1.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:da36:6188:38dc:7369:06ce,123,09:51:48,udp
1.630847,ssh,520,1564,1,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:629a:0367:74fb:16c3:4b4d,58823,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,09:24:28,tcp
0.305481,other,48,48,0,0.00,0.00,0.71,0,0,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:181c:3efc:01f6:1508:1b48,123,01:55:43,udp
1.035736,ssh,520,1564,2,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,39994,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:45:59,tcp
1.078196,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,55503,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:31:30,tcp
0.306136,other,48,48,0,0.00,0.00,0.27,0,0,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:181c:3efc:01f6:1508:1b48,123,00:30:20,udp
2.785887,ssh,520,1564,0,0.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,54444,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:57:49,tcp
1.095550,ssh,520,1564,2,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,46742,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:46:23,tcp
1.066555,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,55180,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:31:29,tcp
1.200332,ssh,536,1564,1,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,45409,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:28:08,tcp
1.279765,ssh,520,1564,1,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,48226,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:25:13,tcp
24.423668,other,259,0,0,0.00,0.00,0.33,16,16,1.00,0.00,0.00,OTH,402-1-11(1),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:4be7:7d2f:278e:7d0b:3cb3,3,06:27:41,icmp
0.000000,other,0,0,0,0.00,0.00,0.50,0,0,0.00,0.00,0.00,S0,0,0,0,1,fd54:2a81:0ff9:7483:23ba:4d4e:0fec:1956,6000,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,1433,16:53:02,tcp
0.000000,other,0,0,0,0.00,0.00,0.75,16,32,1.00,1.00,1.00,S0,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:d5f6:6272:03b5:7225:3f19,123,10:00:35,udp
1.175629,ssh,520,1564,1,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,46085,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:46:21,tcp
0.014463,other,48,48,0,0.00,0.00,0.82,16,16,1.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:da36:6188:38dc:7369:06ce,123,12:25:30,udp
2.762012,ssh,520,1564,0,0.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,49855,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:54:44,tcp
1.059237,ssh,520,1564,2,1.00,0.00,0.00,14,14,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,40014,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:23:22,tcp
2.754728,ssh,520,1564,0,0.00,0.00,0.00,100,99,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,52399,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:01:17,tcp
24.506601,other,259,0,0,0.00,0.00,1.00,37,37,1.00,0.00,0.00,OTH,402-1-11(2),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:30d3:3fba:0573:03d7:0097,3,13:16:51,icmp
2.775795,ssh,536,1564,1,1.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,50606,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:55:14,tcp
2.495199,ssh,520,1564,1,1.00,0.00,0.00,18,18,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:9093:0f97:3d7c:0318:0585,7541,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,13:15:24,tcp
2.718042,ssh,520,1564,0,0.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,53548,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:57:13,tcp
2.128342,ssh,520,1564,1,1.00,0.00,0.00,39,38,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:629a:0367:74fb:16c3:4b4d,5878,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,09:21:18,tcp
1.176620,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,37812,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:29:10,tcp
2.763512,ssh,520,1564,0,0.00,0.00,0.00,100,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,53003,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:11:44,tcp
1.252256,ssh,520,1564,1,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,34583,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:42:18,tcp
2.798837,ssh,520,1564,0,0.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,49538,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:54:30,tcp
2.725492,ssh,520,1564,0,0.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,46437,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:52:23,tcp
1.159653,ssh,520,1564,1,1.00,0.00,0.00,12,12,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,50979,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:31:17,tcp
1.142193,ssh,520,1564,1,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,41506,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:46:05,tcp
2.854291,ssh,520,1564,0,0.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,47029,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:52:48,tcp
1.235905,ssh,520,1564,1,1.00,0.00,0.00,12,12,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,49196,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:29:45,tcp
24.409401,other,1036,0,0,0.00,0.00,0.92,29,29,1.00,0.00,0.00,OTH,402-1-11(2),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:30d3:3fba:0573:03d7:0097,3,11:02:36,icmp
0.000000,other,0,0,0,0.00,0.00,0.50,0,0,0.00,0.00,0.00,S0,0,0,0,1,fd54:2a81:0ff9:945c:27cc:5879:1d46:2765,23006,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,80,10:06:56,tcp
2.735389,ssh,520,1564,1,1.00,0.00,0.00,100,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,47838,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:03:59,tcp
1.035071,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,47758,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:23:46,tcp
2.659178,ssh,520,1564,1,1.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,52033,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:56:12,tcp
2.750303,ssh,520,1564,1,1.00,0.00,0.00,99,99,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,52589,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:56:34,tcp
1.064676,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,46669,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:23:43,tcp
1.363219,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,40410,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:32:11,tcp
1.145649,ssh,520,1564,1,1.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,55726,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:47:41,tcp
1.263629,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,44035,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:33:19,tcp
1.217230,ssh,520,1564,2,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,49768,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:43:12,tcp
24.367653,other,259,0,0,0.00,0.00,0.60,6,7,1.00,0.00,0.00,OTH,402-1-11(3),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:4be7:7d2f:278e:7d0b:3cb3,3,22:50:21,icmp
1.341211,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,58581,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:25:44,tcp
1.139535,ssh,520,1564,2,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,60965,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:45:33,tcp
2.808987,ssh,520,1564,0,0.00,0.00,0.00,100,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,57707,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:12:20,tcp
24.455805,other,259,0,0,0.00,0.00,1.00,37,39,1.00,0.00,0.00,OTH,402-1-11(1),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:4be7:7d2f:278e:7d0b:3cb3,3,13:25:53,icmp
1.274177,ssh,536,1564,1,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,34245,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:32:48,tcp
1.162962,ssh,520,1564,2,1.00,0.00,0.00,18,18,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,46264,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:36:26,tcp
24.415029,other,259,0,0,0.00,0.00,0.50,29,32,1.00,0.00,0.00,OTH,402-1-11(4),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:4be7:7d2f:278e:7d0b:3cb3,3,18:03:38,icmp
0.000000,other,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,OTH,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:32af:4529:51cc:4547:4a9b,10,07:42:18,icmp
1.594069,ssh,520,1564,1,1.00,0.00,0.00,27,27,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:629a:0367:74fb:16c3:4b4d,21680,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,09:22:15,tcp
1.251964,ssh,520,1564,2,1.00,0.00,0.00,61,61,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,35552,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:39:43,tcp
2.770297,ssh,520,1564,0,0.00,0.00,0.00,100,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,54156,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:08:22,tcp
2.819677,ssh,520,1564,0,0.00,0.00,0.00,100,99,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,44117,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:06:56,tcp
