"No.","Time","Source","Destination","Protocol","Length","Info"
"484","8.383689846","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_81 HTTP/1.1 "
"485","8.385359059","45.33.7.16","192.168.56.105","TCP","60","80  >  54224 [ACK] Seq=24697 Ack=8597 Win=65535 Len=0"
"486","8.401480255","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"487","8.403394822","192.168.56.105","45.33.7.16","TCP","60","54214  >  80 [ACK] Seq=8619 Ack=32462 Win=62780 Len=0"
"488","8.408670297","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"489","8.410157296","192.168.56.105","45.33.7.16","TCP","60","54242  >  80 [ACK] Seq=7448 Ack=22933 Win=62780 Len=0"
"490","8.422070534","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_82 HTTP/1.1 "
"491","8.423484767","45.33.7.16","192.168.56.105","TCP","60","80  >  54214 [ACK] Seq=32462 Ack=9192 Win=65535 Len=0"
"492","8.423485157","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_83 HTTP/1.1 "
"493","8.427525287","45.33.7.16","192.168.56.105","TCP","60","80  >  54242 [ACK] Seq=22933 Ack=8021 Win=65535 Len=0"
"494","8.439917070","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"495","8.441934608","192.168.56.105","45.33.7.16","TCP","60","54236  >  80 [ACK] Seq=8021 Ack=24697 Win=62780 Len=0"
"496","8.444365997","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_84 HTTP/1.1 "
"497","8.447186427","45.33.7.16","192.168.56.105","TCP","60","80  >  54236 [ACK] Seq=24697 Ack=8594 Win=65535 Len=0"
"498","8.502120914","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"499","8.503614221","192.168.56.105","45.33.7.16","TCP","60","54266  >  80 [ACK] Seq=7448 Ack=22933 Win=62780 Len=0"
"500","8.504342285","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_85 HTTP/1.1 "
"501","8.506696332","45.33.7.16","192.168.56.105","TCP","60","80  >  54266 [ACK] Seq=22933 Ack=8021 Win=65535 Len=0"
"502","8.508854672","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"503","8.510427092","192.168.56.105","45.33.7.16","TCP","60","54258  >  80 [ACK] Seq=7449 Ack=22933 Win=62780 Len=0"
"504","8.520366705","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_86 HTTP/1.1 "
"505","8.520367043","45.33.7.16","192.168.56.105","TCP","60","80  >  54258 [ACK] Seq=22933 Ack=8022 Win=65535 Len=0"
"506","8.533566635","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"507","8.533567043","192.168.56.105","45.33.7.16","TCP","60","54224  >  80 [ACK] Seq=8597 Ack=26461 Win=62780 Len=0"
"508","8.536080252","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_87 HTTP/1.1 "
"509","8.537571229","45.33.7.16","192.168.56.105","TCP","60","80  >  54224 [ACK] Seq=26461 Ack=9170 Win=65535 Len=0"
"510","8.571681528","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"511","8.572958950","192.168.56.105","45.33.7.16","TCP","60","54214  >  80 [ACK] Seq=9192 Ack=34226 Win=62780 Len=0"
"512","8.576732143","45.33.7.16","192.168.56.105","TCP","1514","80  >  54242 [PSH, ACK] Seq=22933 Ack=8021 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"513","8.578711826","45.33.7.16","192.168.56.105","HTTP","358","HTTP/1.1 200 OK  (PNG)"
"514","8.580194788","192.168.56.105","45.33.7.16","TCP","60","54242  >  80 [ACK] Seq=8021 Ack=24697 Win=62780 Len=0"
"515","8.583476294","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_88 HTTP/1.1 "
"516","8.590028086","45.33.7.16","192.168.56.105","TCP","60","80  >  54214 [ACK] Seq=34226 Ack=9765 Win=65535 Len=0"
"517","8.591751318","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_89 HTTP/1.1 "
"518","8.595380100","45.33.7.16","192.168.56.105","TCP","60","80  >  54242 [ACK] Seq=24697 Ack=8594 Win=65535 Len=0"
"519","8.607834260","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"520","8.608656604","192.168.56.105","45.33.7.16","TCP","60","54236  >  80 [ACK] Seq=8594 Ack=26461 Win=62780 Len=0"
"521","8.611523807","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_90 HTTP/1.1 "
"522","8.615793097","45.33.7.16","192.168.56.105","TCP","60","80  >  54236 [ACK] Seq=26461 Ack=9167 Win=65535 Len=0"
"523","8.658068623","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"524","8.658069238","192.168.56.105","45.33.7.16","TCP","60","54266  >  80 [ACK] Seq=8021 Ack=24697 Win=62780 Len=0"
"525","8.658069269","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_91 HTTP/1.1 "
"526","8.661315962","45.33.7.16","192.168.56.105","TCP","60","80  >  54266 [ACK] Seq=24697 Ack=8594 Win=65535 Len=0"
"527","8.671893732","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"528","8.673225430","192.168.56.105","45.33.7.16","TCP","60","54258  >  80 [ACK] Seq=8022 Ack=24697 Win=62780 Len=0"
"529","8.679903212","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_92 HTTP/1.1 "
"530","8.682014378","45.33.7.16","192.168.56.105","TCP","60","80  >  54258 [ACK] Seq=24697 Ack=8595 Win=65535 Len=0"
"531","8.687118309","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"532","8.687118677","192.168.56.105","45.33.7.16","TCP","60","54224  >  80 [ACK] Seq=9170 Ack=28225 Win=62780 Len=0"
"533","8.687952826","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_93 HTTP/1.1 "
"534","8.689376305","45.33.7.16","192.168.56.105","TCP","60","80  >  54224 [ACK] Seq=28225 Ack=9743 Win=65535 Len=0"
"535","8.740091871","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"536","8.740092224","192.168.56.105","45.33.7.16","TCP","60","54214  >  80 [ACK] Seq=9765 Ack=35990 Win=62780 Len=0"
"537","8.740092269","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_94 HTTP/1.1 "
"538","8.744501714","45.33.7.16","192.168.56.105","TCP","60","80  >  54214 [ACK] Seq=35990 Ack=10338 Win=65535 Len=0"
"539","8.750018837","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"540","8.750019143","192.168.56.105","45.33.7.16","TCP","60","54242  >  80 [ACK] Seq=8594 Ack=26461 Win=62780 Len=0"
"541","8.750019169","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_95 HTTP/1.1 "
"542","8.754547214","45.33.7.16","192.168.56.105","TCP","60","80  >  54242 [ACK] Seq=26461 Ack=9167 Win=65535 Len=0"
"543","8.760489350","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"544","8.761958080","192.168.56.105","45.33.7.16","TCP","60","54236  >  80 [ACK] Seq=9167 Ack=28225 Win=62780 Len=0"
"545","8.763615150","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_96 HTTP/1.1 "
"546","8.765668897","45.33.7.16","192.168.56.105","TCP","60","80  >  54236 [ACK] Seq=28225 Ack=9740 Win=65535 Len=0"
"547","8.811732087","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"548","8.812900246","192.168.56.105","45.33.7.16","TCP","60","54266  >  80 [ACK] Seq=8594 Ack=26461 Win=62780 Len=0"
"549","8.817054906","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_97 HTTP/1.1 "
"550","8.818582222","45.33.7.16","192.168.56.105","TCP","60","80  >  54266 [ACK] Seq=26461 Ack=9167 Win=65535 Len=0"
"551","8.835695560","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"552","8.835696078","192.168.56.105","45.33.7.16","TCP","60","54258  >  80 [ACK] Seq=8595 Ack=26461 Win=62780 Len=0"
"553","8.835696585","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_98 HTTP/1.1 "
"554","8.838552351","45.33.7.16","192.168.56.105","TCP","60","80  >  54258 [ACK] Seq=26461 Ack=9168 Win=65535 Len=0"
"555","8.843242064","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"556","8.843242643","192.168.56.105","45.33.7.16","TCP","60","54224  >  80 [ACK] Seq=9743 Ack=29989 Win=62780 Len=0"
"557","8.843242681","192.168.56.105","45.33.7.16","HTTP","627","GET /check.png?16911399269514_99 HTTP/1.1 "
"558","8.850791112","45.33.7.16","192.168.56.105","TCP","60","80  >  54224 [ACK] Seq=29989 Ack=10316 Win=65535 Len=0"
"559","8.892452136","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"560","8.892452494","192.168.56.105","45.33.7.16","TCP","60","54214  >  80 [ACK] Seq=10338 Ack=37754 Win=62780 Len=0"
"561","8.892452531","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_100 HTTP/1.1 "
"562","8.898307603","45.33.7.16","192.168.56.105","TCP","60","80  >  54214 [ACK] Seq=37754 Ack=10912 Win=65535 Len=0"
"563","8.902893814","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"564","8.902894186","192.168.56.105","45.33.7.16","TCP","60","54242  >  80 [ACK] Seq=9167 Ack=28225 Win=62780 Len=0"
"565","8.908131032","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_101 HTTP/1.1 "
"566","8.909534188","45.33.7.16","192.168.56.105","TCP","60","80  >  54242 [ACK] Seq=28225 Ack=9741 Win=65535 Len=0"
"567","8.912101810","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"568","8.913482465","192.168.56.105","45.33.7.16","TCP","60","54236  >  80 [ACK] Seq=9740 Ack=29989 Win=62780 Len=0"
"569","8.919844055","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_102 HTTP/1.1 "
"570","8.921547344","45.33.7.16","192.168.56.105","TCP","60","80  >  54236 [ACK] Seq=29989 Ack=10314 Win=65535 Len=0"
"571","8.968477361","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"572","8.968477800","192.168.56.105","45.33.7.16","TCP","60","54266  >  80 [ACK] Seq=9167 Ack=28225 Win=62780 Len=0"
"573","8.970285597","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_103 HTTP/1.1 "
"574","8.974190374","45.33.7.16","192.168.56.105","TCP","60","80  >  54266 [ACK] Seq=28225 Ack=9741 Win=65535 Len=0"
"575","8.997446919","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"576","8.997447262","192.168.56.105","45.33.7.16","TCP","60","54258  >  80 [ACK] Seq=9168 Ack=28225 Win=62780 Len=0"
"577","8.999171061","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_104 HTTP/1.1 "
"578","9.006842851","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"579","9.006843226","45.33.7.16","192.168.56.105","TCP","60","80  >  54258 [ACK] Seq=28225 Ack=9742 Win=65535 Len=0"
"580","9.006843257","192.168.56.105","45.33.7.16","TCP","60","54224  >  80 [ACK] Seq=10316 Ack=31753 Win=62780 Len=0"
"581","9.006843339","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_105 HTTP/1.1 "
"582","9.006843365","45.33.7.16","192.168.56.105","TCP","60","80  >  54224 [ACK] Seq=31753 Ack=10890 Win=65535 Len=0"
"583","9.044764813","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"584","9.047291068","192.168.56.105","45.33.7.16","TCP","60","54214  >  80 [ACK] Seq=10912 Ack=39518 Win=62780 Len=0"
"585","9.048957996","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_106 HTTP/1.1 "
"586","9.052255546","45.33.7.16","192.168.56.105","TCP","60","80  >  54214 [ACK] Seq=39518 Ack=11486 Win=65535 Len=0"
"587","9.062657171","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"588","9.062657636","192.168.56.105","45.33.7.16","TCP","60","54242  >  80 [ACK] Seq=9741 Ack=29989 Win=62780 Len=0"
"589","9.062657789","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_107 HTTP/1.1 "
"590","9.062657914","45.33.7.16","192.168.56.105","TCP","60","80  >  54242 [ACK] Seq=29989 Ack=10315 Win=65535 Len=0"
"591","9.069032823","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"592","9.069936839","192.168.56.105","45.33.7.16","TCP","60","54236  >  80 [ACK] Seq=10314 Ack=31753 Win=62780 Len=0"
"593","9.074382194","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_108 HTTP/1.1 "
"594","9.075837143","45.33.7.16","192.168.56.105","TCP","60","80  >  54236 [ACK] Seq=31753 Ack=10888 Win=65535 Len=0"
"595","9.125366953","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"596","9.126150597","192.168.56.105","45.33.7.16","TCP","60","54266  >  80 [ACK] Seq=9741 Ack=29989 Win=62780 Len=0"
"597","9.127704818","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_109 HTTP/1.1 "
"598","9.134868449","45.33.7.16","192.168.56.105","TCP","60","80  >  54266 [ACK] Seq=29989 Ack=10315 Win=65535 Len=0"
"599","9.163298869","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"600","9.163299284","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"601","9.189313378","192.168.56.105","45.33.7.16","TCP","60","54258  >  80 [ACK] Seq=9742 Ack=29989 Win=62780 Len=0"
"602","9.190921451","192.168.56.105","45.33.7.16","TCP","60","54224  >  80 [ACK] Seq=10890 Ack=33517 Win=62780 Len=0"
"603","9.194641900","45.33.7.16","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  54258 [ACK] Seq=29989 Ack=10316 Win=65535 Len=0"
"604","9.194642470","192.168.56.105","45.33.7.16","TCP","628","[TCP Spurious Retransmission] 54258  >  80 [PSH, ACK] Seq=9742 Ack=29989 Win=62780 Len=574"
"605","9.206779276","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"606","9.209026260","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"607","9.222902034","192.168.56.105","45.33.7.16","TCP","60","54214  >  80 [ACK] Seq=11486 Ack=41282 Win=62780 Len=0"
"608","9.222902424","192.168.56.105","45.33.7.16","TCP","60","54242  >  80 [ACK] Seq=10315 Ack=31753 Win=62780 Len=0"
"609","9.225994098","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"610","9.227145399","192.168.56.105","45.33.7.16","TCP","60","54236  >  80 [ACK] Seq=10888 Ack=33517 Win=62780 Len=0"
"611","9.241956848","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_112 HTTP/1.1 "
"612","9.245588691","45.33.7.16","192.168.56.105","TCP","60","80  >  54224 [ACK] Seq=33517 Ack=11464 Win=65535 Len=0"
"613","9.281644066","45.33.7.16","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  54214 [ACK] Seq=41282 Ack=12060 Win=65535 Len=0"
"614","9.281644448","192.168.56.105","45.33.7.16","TCP","628","[TCP Spurious Retransmission] 54214  >  80 [PSH, ACK] Seq=11486 Ack=41282 Win=62780 Len=574"
"615","9.284959007","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"616","9.288620519","192.168.56.105","45.33.7.16","TCP","60","54266  >  80 [ACK] Seq=10315 Ack=31753 Win=62780 Len=0"
"617","9.291070726","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_114 HTTP/1.1 "
"618","9.294386944","45.33.7.16","192.168.56.105","TCP","60","80  >  54236 [ACK] Seq=33517 Ack=11462 Win=65535 Len=0"
"619","9.295022689","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_115 HTTP/1.1 "
"620","9.296541146","45.33.7.16","192.168.56.105","TCP","60","80  >  54242 [ACK] Seq=31753 Ack=10889 Win=65535 Len=0"
"621","9.311961064","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_116 HTTP/1.1 "
"622","9.313577464","45.33.7.16","192.168.56.105","TCP","60","80  >  54266 [ACK] Seq=31753 Ack=10889 Win=65535 Len=0"
"623","9.345667034","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"624","9.347068093","192.168.56.105","45.33.7.16","TCP","60","54258  >  80 [ACK] Seq=10316 Ack=31753 Win=62780 Len=0"
"625","9.347473182","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_117 HTTP/1.1 "
"626","9.349470651","45.33.7.16","192.168.56.105","TCP","60","80  >  54258 [ACK] Seq=31753 Ack=10890 Win=65535 Len=0"
"627","9.394457060","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"628","9.394457401","192.168.56.105","45.33.7.16","TCP","60","54224  >  80 [ACK] Seq=11464 Ack=35281 Win=62780 Len=0"
"629","9.396419438","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_118 HTTP/1.1 "
"630","9.402532267","45.33.7.16","192.168.56.105","TCP","60","80  >  54224 [ACK] Seq=35281 Ack=12038 Win=65535 Len=0"
"631","9.427231909","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"632","9.429349501","192.168.56.105","45.33.7.16","TCP","60","54214  >  80 [ACK] Seq=12060 Ack=43046 Win=62780 Len=0"
"633","9.438600392","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_119 HTTP/1.1 "
"634","9.440520143","45.33.7.16","192.168.56.105","TCP","60","80  >  54214 [ACK] Seq=43046 Ack=12634 Win=65535 Len=0"
"635","9.442423068","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"636","9.443641545","192.168.56.105","45.33.7.16","TCP","60","54236  >  80 [ACK] Seq=11462 Ack=35281 Win=62780 Len=0"
"637","9.444667778","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"638","9.447079530","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_120 HTTP/1.1 "
"639","9.447891192","192.168.56.105","45.33.7.16","TCP","60","54242  >  80 [ACK] Seq=10889 Ack=33517 Win=62780 Len=0"
"640","9.450424408","45.33.7.16","192.168.56.105","TCP","60","80  >  54236 [ACK] Seq=35281 Ack=12036 Win=65535 Len=0"
"641","9.454798495","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_121 HTTP/1.1 "
"642","9.456234388","45.33.7.16","192.168.56.105","TCP","60","80  >  54242 [ACK] Seq=33517 Ack=11463 Win=65535 Len=0"
"643","9.464562530","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"644","9.467639677","192.168.56.105","45.33.7.16","TCP","60","54266  >  80 [ACK] Seq=10889 Ack=33517 Win=62780 Len=0"
"645","9.472801678","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_122 HTTP/1.1 "
"646","9.474580963","45.33.7.16","192.168.56.105","TCP","60","80  >  54266 [ACK] Seq=33517 Ack=11463 Win=65535 Len=0"
"647","9.482419448","192.168.56.105","172.217.26.227","TCP","60","59520  >  80 [ACK] Seq=1 Ack=1 Win=63882 Len=0"
"648","9.483706424","172.217.26.227","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  59520 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"649","9.504557542","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"650","9.504558198","192.168.56.105","45.33.7.16","TCP","60","54258  >  80 [ACK] Seq=10890 Ack=33517 Win=62780 Len=0"
"651","9.504558302","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_123 HTTP/1.1 "
"652","9.506282885","45.33.7.16","192.168.56.105","TCP","60","80  >  54258 [ACK] Seq=33517 Ack=11464 Win=65535 Len=0"
"653","9.550503559","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"654","9.550503970","192.168.56.105","45.33.7.16","TCP","60","54224  >  80 [ACK] Seq=12038 Ack=37045 Win=62780 Len=0"
"655","9.556061880","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_124 HTTP/1.1 "
"656","9.558466014","45.33.7.16","192.168.56.105","TCP","60","80  >  54224 [ACK] Seq=37045 Ack=12612 Win=65535 Len=0"
"657","9.591873583","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"658","9.591873954","192.168.56.105","45.33.7.16","TCP","60","54214  >  80 [ACK] Seq=12634 Ack=44810 Win=62780 Len=0"
"659","9.591874046","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_125 HTTP/1.1 "
"660","9.594094518","45.33.7.16","192.168.56.105","TCP","60","80  >  54214 [ACK] Seq=44810 Ack=13208 Win=65535 Len=0"
"661","9.596518517","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"662","9.597938917","192.168.56.105","45.33.7.16","TCP","60","54236  >  80 [ACK] Seq=12036 Ack=37045 Win=62780 Len=0"
"663","9.599022086","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_126 HTTP/1.1 "
"664","9.600199289","45.33.7.16","192.168.56.105","TCP","60","80  >  54236 [ACK] Seq=37045 Ack=12610 Win=65535 Len=0"
"665","9.605008907","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"666","9.606471475","192.168.56.105","45.33.7.16","TCP","60","54242  >  80 [ACK] Seq=11463 Ack=35281 Win=62780 Len=0"
"667","9.606471934","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_127 HTTP/1.1 "
"668","9.607619733","45.33.7.16","192.168.56.105","TCP","60","80  >  54242 [ACK] Seq=35281 Ack=12037 Win=65535 Len=0"
"669","9.623826860","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"670","9.624787666","192.168.56.105","45.33.7.16","TCP","60","54266  >  80 [ACK] Seq=11463 Ack=35281 Win=62780 Len=0"
"671","9.625796877","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_128 HTTP/1.1 "
"672","9.628228916","45.33.7.16","192.168.56.105","TCP","60","80  >  54266 [ACK] Seq=35281 Ack=12037 Win=65535 Len=0"
"673","9.657484257","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"674","9.658303306","192.168.56.105","45.33.7.16","TCP","60","54258  >  80 [ACK] Seq=11464 Ack=35281 Win=62780 Len=0"
"675","9.660441844","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_129 HTTP/1.1 "
"676","9.666230975","45.33.7.16","192.168.56.105","TCP","60","80  >  54258 [ACK] Seq=35281 Ack=12038 Win=65535 Len=0"
"677","9.715025250","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"678","9.715437061","192.168.56.105","45.33.7.16","TCP","60","54224  >  80 [ACK] Seq=12612 Ack=38809 Win=62780 Len=0"
"679","9.716587011","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_130 HTTP/1.1 "
"680","9.722118849","45.33.7.16","192.168.56.105","TCP","60","80  >  54224 [ACK] Seq=38809 Ack=13186 Win=65535 Len=0"
"681","9.736101087","192.168.56.105","172.217.26.227","TCP","60","35306  >  80 [ACK] Seq=1 Ack=1 Win=63791 Len=0"
"682","9.741136075","172.217.26.227","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  35306 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"683","9.743277921","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"684","9.744733782","192.168.56.105","45.33.7.16","TCP","60","54214  >  80 [ACK] Seq=13208 Ack=46574 Win=62780 Len=0"
"685","9.746653387","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_131 HTTP/1.1 "
"686","9.749344051","45.33.7.16","192.168.56.105","TCP","60","80  >  54214 [ACK] Seq=46574 Ack=13782 Win=65535 Len=0"
"687","9.758649633","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"688","9.758649985","192.168.56.105","45.33.7.16","TCP","60","54236  >  80 [ACK] Seq=12610 Ack=38809 Win=62780 Len=0"
"689","9.758650017","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_132 HTTP/1.1 "
"690","9.758650115","45.33.7.16","192.168.56.105","TCP","60","80  >  54236 [ACK] Seq=38809 Ack=13184 Win=65535 Len=0"
"691","9.771291887","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"692","9.771292394","192.168.56.105","45.33.7.16","TCP","60","54242  >  80 [ACK] Seq=12037 Ack=37045 Win=62780 Len=0"
"693","9.778190788","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_133 HTTP/1.1 "
"694","9.778191234","45.33.7.16","192.168.56.105","TCP","60","80  >  54242 [ACK] Seq=37045 Ack=12611 Win=65535 Len=0"
"695","9.787675429","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"696","9.790340129","192.168.56.105","45.33.7.16","TCP","60","54266  >  80 [ACK] Seq=12037 Ack=37045 Win=62780 Len=0"
"697","9.790340564","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_134 HTTP/1.1 "
"698","9.794371702","45.33.7.16","192.168.56.105","TCP","60","80  >  54266 [ACK] Seq=37045 Ack=12611 Win=65535 Len=0"
"699","9.813234463","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
"700","9.813234815","192.168.56.105","45.33.7.16","TCP","60","54258  >  80 [ACK] Seq=12038 Ack=37045 Win=62780 Len=0"
"701","9.815203961","192.168.56.105","45.33.7.16","HTTP","628","GET /check.png?16911399269514_135 HTTP/1.1 "
"702","9.820906711","45.33.7.16","192.168.56.105","TCP","60","80  >  54258 [ACK] Seq=37045 Ack=12612 Win=65535 Len=0"
"703","9.879395755","45.33.7.16","192.168.56.105","HTTP","1818","HTTP/1.1 200 OK  (PNG)"
